unit_id,centroid_lat,centroid_lon,nearest_library,library_lat,library_lon,distance_km,time_min,method
grid_R047_C049,23.30822005541684,120.5062521628615,白河區圖書館,23.353425,120.414315,20.1183,29.618333333333332,osrm_driving
grid_R047_C050,23.30825054164555,120.5160290749731,白河區圖書館,23.353425,120.414315,22.2536,32.751666666666665,osrm_driving
grid_R047_C051,23.308280418216924,120.52580600345112,白河區圖書館,23.353425,120.414315,49.8173,86.095,osrm_driving
grid_R048_C009,23.315530042886103,120.11513314313632,北門區圖書館,23.270354,120.124891,8.351299999999998,13.998333333333331,osrm_driving
grid_R048_C010,23.31558493482706,120.12490978951588,北門區圖書館,23.270354,120.124891,8.574,14.89,osrm_driving
grid_R048_C011,23.315639217078424,120.1346864654907,北門區圖書館,23.270354,120.124891,7.6319,14.035,osrm_driving
grid_R048_C012,23.315692889632793,120.14446317073028,北門區圖書館,23.270354,120.124891,6.6052,9.93,osrm_driving
grid_R048_C013,23.31574595248285,120.15423990490416,北門區圖書館,23.270354,120.124891,7.2075,7.126666666666667,osrm_driving
grid_R048_C021,23.31614850507717,120.232454780266,鹽水區圖書館,23.316355,120.2664,5.317,8.806666666666667,osrm_driving
grid_R048_C022,23.316196080272768,120.24223175997452,鹽水區圖書館,23.316355,120.2664,3.682,7.62,osrm_driving
grid_R048_C023,23.31624304569544,120.25200876531194,鹽水區圖書館,23.316355,120.2664,2.8605,5.47,osrm_driving
grid_R048_C024,23.316289401338768,120.26178579594766,鹽水區圖書館,23.316355,120.2664,1.0172,2.6633333333333336,osrm_driving
grid_R048_C025,23.316335147196444,120.27156285155112,鹽水區圖書館,23.316355,120.2664,1.0391,2.9099999999999997,osrm_driving
grid_R048_C026,23.31638028326223,120.28133993179176,鹽水區圖書館,23.316355,120.2664,2.6837,5.415,osrm_driving
grid_R048_C027,23.316424809529963,120.291117036339,鹽水區圖書館,23.316355,120.2664,3.5587,9.071666666666664,osrm_driving
grid_R048_C028,23.316468725993573,120.30089416486224,新營文化中心圖書館,23.308579,120.315842,2.3772,4.983333333333333,osrm_driving
grid_R048_C029,23.316512032647065,120.3106713170309,新營文化中心圖書館,23.308579,120.315842,1.7123,3.3016666666666667,osrm_driving
grid_R048_C030,23.31655472948455,120.32044849251434,新營文化中心圖書館,23.308579,120.315842,1.2136,2.77,osrm_driving
grid_R048_C031,23.316596816500205,120.33022569098203,新營文化中心圖書館,23.308579,120.315842,2.0489,3.63,osrm_driving
grid_R048_C032,23.31663829368826,120.34000291210332,新營文化中心圖書館,23.308579,120.315842,3.7481,8.365,osrm_driving
grid_R048_C033,23.316679161043087,120.3497801555476,新營文化中心圖書館,23.308579,120.315842,4.6262,8.673333333333334,osrm_driving
grid_R048_C034,23.316719418559103,120.35955742098427,新營文化中心圖書館,23.308579,120.315842,5.630199999999999,10.95,osrm_driving
grid_R048_C035,23.316759066230816,120.36933470808272,後壁區圖書館,23.366219,120.362289,6.5939,10.8,osrm_driving
grid_R048_C036,23.316798104052832,120.3791120165123,東山區圖書館,23.326158,120.404169,3.2751,8.246666666666666,osrm_driving
grid_R048_C037,23.316836532019813,120.3888893459424,東山區圖書館,23.326158,120.404169,2.1862,4.416666666666667,osrm_driving
grid_R048_C038,23.316874350126525,120.39866669604235,東山區圖書館,23.326158,120.404169,1.7229,3.5816666666666666,osrm_driving
grid_R048_C039,23.316911558367806,120.4084440664816,東山區圖書館,23.326158,120.404169,1.259,1.971666666666667,osrm_driving
grid_R048_C040,23.316948156738587,120.41822145692946,東山區圖書館,23.326158,120.404169,2.5736999999999997,4.0216666666666665,osrm_driving
grid_R048_C041,23.31698414523387,120.42799886705528,東山區圖書館,23.326158,120.404169,15.4001,16.378333333333334,osrm_driving
grid_R048_C042,23.31701952384875,120.4377762965284,白河區圖書館,23.353425,120.414315,7.2264,12.233333333333333,osrm_driving
grid_R048_C043,23.317054292578405,120.44755374501824,白河區圖書館,23.353425,120.414315,7.631399999999999,12.136666666666668,osrm_driving
grid_R048_C044,23.317088451418098,120.45733121219403,白河區圖書館,23.353425,120.414315,8.950700000000001,15.498333333333331,osrm_driving
grid_R048_C045,23.317122000363153,120.46710869772522,白河區圖書館,23.353425,120.414315,9.8658,19.971666666666668,osrm_driving
grid_R048_C046,23.317154939409004,120.47688620128108,白河區圖書館,23.353425,120.414315,12.5028,27.625,osrm_driving
grid_R048_C047,23.31718726855117,120.486663722531,白河區圖書館,23.353425,120.414315,14.5974,18.021666666666665,osrm_driving
grid_R048_C048,23.317218987785218,120.49644126114426,白河區圖書館,23.353425,120.414315,17.4157,22.290000000000003,osrm_driving
grid_R048_C049,23.317250097106847,120.50621881679022,白河區圖書館,23.353425,120.414315,18.4553,28.526666666666664,osrm_driving
grid_R048_C050,23.317280596511793,120.5159963891382,白河區圖書館,23.353425,120.414315,17.2261,27.933333333333337,osrm_driving
grid_R048_C051,23.31731048599591,120.5257739778575,白河區圖書館,23.353425,120.414315,17.6802,30.496666666666663,osrm_driving
grid_R048_C052,23.31733976555512,120.53555158261749,白河區圖書館,23.353425,120.414315,45.7262,61.43833333333334,osrm_driving
grid_R049_C009,23.324559330951384,120.11507336285165,北門區圖書館,23.270354,120.124891,9.4794,18.515,osrm_driving
grid_R049_C010,23.324614246609062,120.12485066952024,北門區圖書館,23.270354,120.124891,11.1885,19.168333333333333,osrm_driving
grid_R049_C011,23.32466855231376,120.13462800579298,北門區圖書館,23.270354,120.124891,10.2993,15.616666666666667,osrm_driving
grid_R049_C012,23.32472224805805,120.14440537133927,北門區圖書館,23.270354,120.124891,7.97,11.985,osrm_driving
grid_R049_C021,23.32517806035767,120.2324029240143,鹽水區圖書館,23.316355,120.2664,6.9767,8.451666666666666,osrm_driving
grid_R049_C022,23.325225656108906,120.24218056411192,鹽水區圖書館,23.316355,120.2664,4.257,7.168333333333334,osrm_driving
grid_R049_C023,23.32527264182375,120.25195822984612,鹽水區圖書館,23.316355,120.2664,3.3225,4.785,osrm_driving
grid_R049_C024,23.325319017495808,120.26173592088628,鹽水區圖書館,23.316355,120.2664,1.5625,4.071666666666667,osrm_driving
grid_R049_C025,23.32536478311876,120.27151363690164,鹽水區圖書館,23.316355,120.2664,1.284,2.33,osrm_driving
grid_R049_C026,23.325409938686363,120.28129137756154,鹽水區圖書館,23.316355,120.2664,2.3812,5.433333333333334,osrm_driving
grid_R049_C027,23.32545448419245,120.29106914253536,鹽水區圖書館,23.316355,120.2664,3.456,7.0233333333333325,osrm_driving
grid_R049_C028,23.32549841963095,120.3008469314924,新營區圖書館,23.2952,120.273886,5.9127,7.901666666666667,osrm_driving
